payment_id,customer_id,amount,payment_method,hour_of_day,day_of_week,retry_count,failure_reason,failure_source,failure_step,failure_code,customer_tenure_days,previous_success_count,previous_failure_count,customer_recent_activity,historical_recovery_rate,recovered
P05150,C0482,25424.9,card,5,Thursday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,247,8,3,low,0.6666666666666666,0
P05151,C0264,2695.13,card,13,Friday,2,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,482,7,1,low,0.7777777777777778,1
P05152,C0906,4090.66,netbanking,18,Friday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,85,12,3,low,0.75,0
P05153,C0303,1239.56,card,17,Saturday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,430,3,2,medium,0.5,0
P05154,C0937,7106.24,wallet,6,Sunday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,155,9,2,medium,0.75,0
P05155,C0576,57061.29,upi,3,Wednesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1286,8,2,medium,0.7272727272727273,0
P05156,C0554,4873.18,card,2,Wednesday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,1007,8,5,medium,0.5714285714285714,1
P05157,C0555,2131.32,upi,12,Thursday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,1038,11,1,medium,0.8461538461538461,1
P05158,C0125,390.83,card,3,Monday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,436,4,4,medium,0.4444444444444444,0
P05159,C0905,5965.17,card,8,Saturday,1,incorrect_otp,customer,payment_authorization,SERVER_ERROR,668,12,3,low,0.75,1
P05160,C0270,1112.15,netbanking,5,Thursday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1152,9,0,medium,0.9,0
P05161,C0997,1400.0,upi,10,Monday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1494,10,2,high,0.7692307692307693,1
P05162,C0859,7568.2,upi,8,Tuesday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,389,9,1,low,0.8181818181818182,1
P05163,C0745,1856.36,card,8,Friday,1,incorrect_otp,customer,payment_authorization,SERVER_ERROR,1045,6,1,high,0.75,0
P05164,C0480,2713.13,card,21,Tuesday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1257,13,6,medium,0.65,0
P05165,C0132,6309.34,card,20,Thursday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,672,7,1,medium,0.7777777777777778,0
P05166,C0002,1471.35,upi,18,Monday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,1489,6,4,high,0.5454545454545454,1
P05167,C0115,821.43,upi,0,Monday,2,network_error,gateway,payment_processing,GATEWAY_ERROR,1047,6,3,high,0.6,1
P05168,C0481,4742.42,upi,3,Tuesday,1,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,941,11,0,medium,0.9166666666666666,0
P05169,C0981,6338.2,upi,0,Wednesday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,1093,2,6,medium,0.2222222222222222,0
P05170,C0001,1673.1,card,12,Wednesday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,1156,8,3,medium,0.6666666666666666,0
P05171,C0331,1592.2,card,15,Saturday,1,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,1245,7,4,medium,0.5833333333333334,0
P05172,C0577,992.18,card,11,Tuesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,105,5,0,high,0.8333333333333334,0
P05173,C0942,6084.45,upi,0,Wednesday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,54,6,3,medium,0.6,1
P05174,C0955,20310.6,upi,14,Monday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,624,6,1,medium,0.75,1
P05175,C0971,7566.95,card,21,Thursday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1403,11,4,low,0.6875,0
P05176,C0637,2721.16,card,4,Wednesday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,1354,6,3,high,0.6,0
P05177,C0768,6102.51,upi,22,Saturday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,800,7,4,medium,0.5833333333333334,0
P05178,C0391,1297.5,netbanking,0,Monday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,429,7,4,low,0.5833333333333334,0
P05179,C0834,4308.75,upi,16,Saturday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,788,5,3,medium,0.5555555555555556,0
P05180,C0143,1007.0,card,7,Sunday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,921,6,4,high,0.5454545454545454,0
P05181,C0328,2638.1,upi,21,Thursday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,845,9,2,medium,0.75,0
P05182,C0758,8740.24,upi,7,Monday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,718,7,2,medium,0.7,0
P05183,C0628,6714.59,card,21,Sunday,1,incorrect_otp,customer,payment_authorization,SERVER_ERROR,1218,8,2,medium,0.7272727272727273,1
P05184,C0377,5263.1,upi,21,Sunday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1229,10,3,medium,0.7142857142857143,0
P05185,C0815,4520.04,card,14,Sunday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,132,8,6,low,0.5333333333333333,0
P05186,C0090,1427.78,card,22,Friday,1,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,367,6,0,high,0.8571428571428571,0
P05187,C0808,3437.43,wallet,11,Sunday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,948,8,2,medium,0.7272727272727273,0
P05188,C0042,6524.21,netbanking,15,Thursday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,592,10,2,medium,0.7692307692307693,0
P05189,C0947,2337.52,upi,17,Friday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,1199,9,3,medium,0.6923076923076923,1
P05190,C0035,2429.45,card,2,Sunday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,540,9,1,medium,0.8181818181818182,0
P05191,C0494,1862.69,upi,3,Wednesday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,1233,7,1,medium,0.7777777777777778,0
P05192,C0553,2241.84,card,14,Saturday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1152,9,1,high,0.8181818181818182,1
P05193,C0853,1375.64,card,13,Wednesday,1,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,790,9,0,medium,0.9,0
P05194,C0124,3053.59,card,0,Monday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,532,4,1,high,0.6666666666666666,0
P05195,C0057,2164.02,upi,19,Tuesday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1399,7,1,high,0.7777777777777778,0
P05196,C0806,682.49,card,16,Monday,1,incorrect_otp,customer,payment_authorization,SERVER_ERROR,796,10,1,high,0.8333333333333334,1
P05197,C0456,40172.68,upi,16,Sunday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1290,7,0,high,0.875,0
P05198,C0235,1056.35,card,21,Saturday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1402,6,2,low,0.6666666666666666,0
P05199,C0608,2605.31,netbanking,17,Saturday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,264,7,3,low,0.6363636363636364,0
P05200,C0392,3168.99,netbanking,0,Saturday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,683,7,0,high,0.875,1
P05201,C0492,1746.09,upi,1,Friday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1153,11,4,high,0.6875,0
P05202,C0970,2725.16,upi,22,Saturday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,545,9,1,medium,0.8181818181818182,0
P05203,C0831,1314.82,card,15,Thursday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1388,8,6,high,0.5333333333333333,1
P05204,C0343,6168.3,upi,13,Tuesday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,309,8,2,medium,0.7272727272727273,1
P05205,C0644,2915.4,netbanking,19,Monday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1235,8,1,high,0.8,0
P05206,C0176,6114.35,card,22,Friday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1336,5,1,high,0.7142857142857143,0
P05207,C0052,12963.53,upi,22,Friday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,630,14,3,medium,0.7777777777777778,0
P05208,C0550,2250.19,card,19,Wednesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,949,8,1,medium,0.8,0
P05209,C0478,6460.42,card,17,Monday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1041,9,4,medium,0.6428571428571429,1
P05210,C0489,13854.22,upi,8,Monday,2,network_error,gateway,payment_processing,GATEWAY_ERROR,386,6,2,medium,0.6666666666666666,0
P05211,C0855,2634.72,wallet,13,Saturday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,877,2,4,medium,0.2857142857142857,0
P05212,C0005,5949.72,card,12,Sunday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1160,7,0,high,0.875,0
P05213,C0725,1871.92,upi,13,Saturday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,958,9,0,medium,0.9,1
P05214,C0632,9869.57,wallet,18,Friday,1,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1395,11,0,low,0.9166666666666666,1
P05215,C0838,1808.41,upi,16,Monday,2,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,826,6,2,low,0.6666666666666666,0
P05216,C0881,6021.33,netbanking,7,Saturday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1099,8,3,medium,0.6666666666666666,0
P05217,C0209,8063.62,card,3,Sunday,1,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1456,7,1,low,0.7777777777777778,0
P05218,C0217,916.92,wallet,8,Wednesday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,232,9,2,medium,0.75,1
P05219,C0536,1530.41,card,23,Tuesday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,646,7,2,high,0.7,0
P05220,C0342,1469.71,wallet,10,Friday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1090,6,2,high,0.6666666666666666,0
P05221,C0717,8777.38,card,6,Wednesday,2,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,761,5,4,high,0.5,0
P05222,C0401,920.26,upi,14,Wednesday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,80,4,1,medium,0.6666666666666666,0
P05223,C0462,4128.58,card,17,Thursday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,819,9,2,low,0.75,1
P05224,C0738,6163.98,upi,19,Tuesday,2,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,853,2,2,medium,0.4,0
P05225,C0730,3531.19,card,4,Wednesday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,938,10,2,low,0.7692307692307693,1
P05226,C0211,10665.11,wallet,15,Thursday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1106,10,4,medium,0.6666666666666666,0
P05227,C0026,435.03,card,20,Thursday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1214,10,1,medium,0.8333333333333334,0
P05228,C0252,5474.82,upi,11,Monday,2,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1468,11,3,low,0.7333333333333333,0
P05229,C0003,2485.54,card,16,Saturday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,890,6,0,medium,0.8571428571428571,1
P05230,C0002,661.74,netbanking,14,Wednesday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,1489,6,4,high,0.5454545454545454,1
P05231,C0604,1011.21,upi,20,Friday,2,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1186,8,1,low,0.8,0
P05232,C0002,14258.4,wallet,18,Monday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1489,6,4,high,0.5454545454545454,1
P05233,C0150,5609.53,upi,23,Tuesday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,514,7,1,medium,0.7777777777777778,0
P05234,C0583,6646.91,card,6,Saturday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,880,5,2,high,0.625,1
P05235,C0004,7777.3,card,20,Friday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1324,12,0,medium,0.9230769230769231,1
P05236,C0497,767.53,upi,11,Friday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,471,5,0,high,0.8333333333333334,0
P05237,C0550,3811.31,upi,16,Thursday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,949,8,1,medium,0.8,0
P05238,C0871,8941.14,upi,6,Wednesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1058,2,3,high,0.3333333333333333,0
P05239,C0468,1993.0,card,10,Thursday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1026,4,2,high,0.5714285714285714,0
P05240,C0070,11642.84,upi,0,Thursday,1,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1441,9,2,high,0.75,0
P05241,C0201,1615.49,netbanking,16,Wednesday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,728,11,2,low,0.7857142857142857,1
P05242,C0308,3377.06,card,21,Wednesday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,984,4,2,medium,0.5714285714285714,0
P05243,C0252,4436.11,card,6,Sunday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1468,11,3,low,0.7333333333333333,0
P05244,C0287,6339.77,upi,1,Wednesday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,128,6,1,low,0.75,0
P05245,C0922,2235.6,card,10,Thursday,1,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,948,8,2,medium,0.7272727272727273,0
P05246,C0292,8201.83,upi,15,Saturday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,851,13,4,low,0.7222222222222222,0
P05247,C0154,4573.41,upi,14,Sunday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1224,7,1,high,0.7777777777777778,0
P05248,C0924,578.94,wallet,7,Wednesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,392,7,4,low,0.5833333333333334,0
P05249,C0133,18705.5,netbanking,14,Wednesday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,1058,13,2,medium,0.8125,1
P05250,C0883,1143.83,upi,6,Friday,1,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1131,6,2,medium,0.6666666666666666,0
P05251,C0586,20312.68,card,4,Thursday,1,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,914,11,1,low,0.8461538461538461,0
P05252,C0274,2546.09,card,7,Wednesday,1,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,433,4,2,low,0.5714285714285714,0
P05253,C0783,2113.48,netbanking,1,Thursday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1499,6,7,medium,0.42857142857142855,0
P05254,C0697,4443.68,upi,5,Tuesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1000,6,1,medium,0.75,1
P05255,C0509,1482.35,upi,3,Monday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,881,10,2,high,0.7692307692307693,1
P05256,C0353,452.18,upi,6,Friday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,220,8,4,high,0.6153846153846154,1
P05257,C0005,2672.29,card,5,Sunday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1160,7,0,high,0.875,0
P05258,C0293,4337.5,card,21,Friday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1216,9,1,medium,0.8181818181818182,1
P05259,C0360,13873.97,card,4,Sunday,1,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,157,14,8,high,0.6086956521739131,0
P05260,C0598,905.64,upi,4,Thursday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1095,8,2,high,0.7272727272727273,0
P05261,C0214,5325.29,upi,17,Wednesday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,276,4,1,medium,0.6666666666666666,0
P05262,C0406,2686.78,card,10,Sunday,2,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,343,6,1,high,0.75,1
P05263,C0436,3081.1,upi,22,Thursday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1159,6,2,low,0.6666666666666666,0
P05264,C0015,7879.7,netbanking,22,Saturday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,901,9,1,high,0.8181818181818182,0
P05265,C0273,1787.51,upi,7,Monday,2,network_error,gateway,payment_processing,GATEWAY_ERROR,1184,9,5,high,0.6,0
P05266,C0563,3524.61,upi,19,Friday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,896,7,3,medium,0.6363636363636364,0
P05267,C0765,8865.63,card,10,Friday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,547,6,3,low,0.6,1
P05268,C0045,8346.52,netbanking,18,Monday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1184,11,2,high,0.7857142857142857,1
P05269,C0703,879.82,upi,18,Thursday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,387,8,1,medium,0.8,0
P05270,C0634,1614.95,netbanking,1,Friday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,540,5,0,high,0.8333333333333334,0
P05271,C0412,2581.88,upi,9,Wednesday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1107,7,1,low,0.7777777777777778,0
P05272,C0187,6727.36,netbanking,6,Thursday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1287,4,1,high,0.6666666666666666,1
P05273,C0726,2318.78,wallet,11,Wednesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,490,10,0,high,0.9090909090909091,0
P05274,C0661,3238.09,upi,1,Sunday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,416,8,1,low,0.8,0
P05275,C0170,10407.78,card,6,Saturday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1401,4,2,low,0.5714285714285714,1
P05276,C0721,2124.6,card,18,Saturday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,531,5,3,low,0.5555555555555556,0
P05277,C0965,13005.9,card,0,Saturday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1342,11,2,medium,0.7857142857142857,1
P05278,C0594,598.58,card,10,Tuesday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1197,13,2,high,0.8125,0
P05279,C0401,2012.73,card,7,Monday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,80,4,1,medium,0.6666666666666666,0
P05280,C0708,761.17,upi,7,Saturday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1061,5,0,low,0.8333333333333334,1
P05281,C0246,3349.94,card,13,Friday,2,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,580,12,2,medium,0.8,0
P05282,C0903,6316.95,upi,12,Monday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,748,7,2,medium,0.7,0
P05283,C0857,2537.12,netbanking,9,Monday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,1427,7,0,low,0.875,0
P05284,C0869,1854.87,upi,16,Wednesday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1104,8,3,high,0.6666666666666666,1
P05285,C0552,765.39,netbanking,5,Sunday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,768,5,2,high,0.625,1
P05286,C0680,16015.86,card,19,Friday,1,incorrect_otp,customer,payment_authorization,SERVER_ERROR,915,9,2,medium,0.75,0
P05287,C0043,2914.89,upi,20,Tuesday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1297,10,1,low,0.8333333333333334,1
P05288,C0841,1896.67,card,13,Monday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,213,9,2,medium,0.75,0
P05289,C0723,14221.82,upi,23,Wednesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1198,8,2,high,0.7272727272727273,0
P05290,C0179,2096.35,upi,7,Saturday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1002,3,0,medium,0.75,1
P05291,C0457,1199.47,card,6,Wednesday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,926,4,0,low,0.8,0
P05292,C0535,1465.16,card,4,Saturday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,144,8,0,medium,0.8888888888888888,1
P05293,C0607,1264.91,upi,5,Sunday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,762,6,2,high,0.6666666666666666,0
P05294,C0672,1026.56,upi,7,Friday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,163,6,4,high,0.5454545454545454,0
P05295,C0244,1490.05,upi,20,Thursday,1,network_error,gateway,payment_processing,GATEWAY_ERROR,518,3,4,high,0.375,0
P05296,C0927,33354.59,card,2,Thursday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,768,8,2,medium,0.7272727272727273,1
P05297,C0017,944.05,upi,8,Sunday,2,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1362,7,1,medium,0.7777777777777778,0
P05298,C0112,670.38,card,9,Tuesday,2,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,318,3,3,high,0.42857142857142855,0
P05299,C0615,3936.43,wallet,0,Sunday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,521,3,1,medium,0.6,1
P05300,C0826,2762.89,netbanking,6,Saturday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,476,9,1,high,0.8181818181818182,0
P05301,C0598,5767.77,card,19,Wednesday,1,incorrect_otp,customer,payment_authorization,SERVER_ERROR,1095,8,2,high,0.7272727272727273,0
P05302,C0547,1712.85,card,5,Thursday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,705,7,3,medium,0.6363636363636364,1
P05303,C0030,1250.73,upi,12,Sunday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,282,5,1,high,0.7142857142857143,1
P05304,C0192,15894.36,card,6,Monday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,1166,8,1,low,0.8,1
P05305,C0437,594.85,netbanking,7,Tuesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,686,8,1,medium,0.8,1
P05306,C0179,4275.25,upi,20,Saturday,2,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1002,3,0,medium,0.75,1
P05307,C0616,5944.98,card,4,Monday,1,incorrect_otp,customer,payment_authorization,SERVER_ERROR,942,7,4,low,0.5833333333333334,0
P05308,C0677,6779.79,card,11,Thursday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,844,8,1,low,0.8,0
P05309,C0474,2200.89,upi,5,Wednesday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1100,6,5,low,0.5,0
P05310,C0634,855.58,upi,22,Thursday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,540,5,0,high,0.8333333333333334,1
P05311,C0134,13353.24,upi,14,Tuesday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,1271,5,2,high,0.625,0
P05312,C0802,1909.23,card,20,Saturday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,1019,7,1,medium,0.7777777777777778,0
P05313,C0312,13766.56,card,20,Tuesday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,779,7,0,medium,0.875,1
P05314,C0736,4307.33,upi,3,Monday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,479,9,0,medium,0.9,0
P05315,C0025,1837.34,upi,16,Monday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,306,3,3,low,0.42857142857142855,0
P05316,C0371,4418.0,card,13,Tuesday,0,incorrect_otp,customer,payment_authorization,SERVER_ERROR,519,9,2,medium,0.75,1
P05317,C0525,9421.99,card,6,Sunday,1,incorrect_otp,customer,payment_authorization,SERVER_ERROR,783,6,3,high,0.6,0
P05318,C0319,3235.98,upi,22,Sunday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,56,9,3,high,0.6923076923076923,1
P05319,C0230,1425.7,upi,12,Monday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,1254,6,2,high,0.6666666666666666,1
P05320,C0102,498.92,card,21,Sunday,1,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,94,5,4,medium,0.5,0
P05321,C0450,1950.31,upi,9,Friday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,542,5,2,low,0.625,0
P05322,C0378,6685.13,card,17,Saturday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1092,11,0,high,0.9166666666666666,0
P05323,C0888,1085.36,card,1,Tuesday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1174,7,0,medium,0.875,1
P05324,C0901,5890.89,upi,21,Saturday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,654,6,1,high,0.75,1
P05325,C0203,3066.21,upi,11,Monday,0,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,31,9,2,high,0.75,1
P05326,C0267,6282.32,card,12,Sunday,1,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,1044,7,1,medium,0.7777777777777778,1
P05327,C0984,287.37,card,20,Saturday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,949,6,3,medium,0.6,1
P05328,C0462,720.3,card,6,Thursday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,819,9,2,low,0.75,0
P05329,C0365,1876.95,netbanking,17,Wednesday,1,bank_error,bank,payment_processing,BAD_REQUEST_ERROR,715,7,2,medium,0.7,0
P05330,C0734,19269.39,card,21,Sunday,2,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,285,2,0,high,0.6666666666666666,0
P05331,C0104,1402.11,card,10,Friday,0,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,1397,12,2,medium,0.8,0
P05332,C0111,2626.0,card,21,Friday,1,expired_card,issuer,payment_authorization,BAD_REQUEST_ERROR,448,12,3,high,0.75,1
P05333,C0428,25609.81,upi,9,Wednesday,2,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,76,11,4,high,0.6875,0
P05334,C0995,4576.26,upi,21,Wednesday,0,network_error,gateway,payment_processing,GATEWAY_ERROR,976,8,0,medium,0.8888888888888888,0
P05335,C0469,7041.88,card,5,Saturday,0,card_declined,issuer,payment_authorization,BAD_REQUEST_ERROR,1139,6,5,medium,0.5,0
P05336,C0581,1568.19,upi,13,Saturday,0,authentication_failed,bank,payment_authorization,BAD_REQUEST_ERROR,764,10,1,medium,0.8333333333333334,0
P05337,C0870,9691.33,card,19,Thursday,1,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1456,14,2,medium,0.8235294117647058,1
P05338,C0770,11286.86,upi,4,Saturday,0,insufficient_funds,issuer,payment_authorization,BAD_REQUEST_ERROR,1076,9,2,medium,0.75,1
